﻿时间,收盘点位,市值,流通市值,PB(加权平均值),PB分位点(加权平均值),PB危险值(加权平均值),PB中位值(加权平均值),PB机会值(加权平均值)
2019-06-14,8186.54,26819862563122.59,19718176160178,1.2635,0.1768,2.1146,1.4757,1.2779
2019-06-06,7978.57,26392546285062.605,19342043345102,1.2403,0.1382,2.1219,1.4769,1.2784
2019-05-31,8092.02,26609408289666.594,19539326955084,1.2472,0.1521,2.1249,1.4779,1.2788
2019-05-24,8010.02,26378509850446.902,19354275133692,1.2345,0.1205,2.1333,1.4801,1.2801
2019-05-17,8102.99,26499057394634.395,19475847600529,1.2387,0.132,2.1459,1.4832,1.2816
2019-05-10,8282.09,27020403466476.8,19834173369541,1.2629,0.1687,2.1519,1.4856,1.2821
2019-04-30,8702.26,28380089355392.113,20730546798517,1.326,0.2862,2.1626,1.4871,1.283
2019-04-26,8617.25,28155549575788.69,20538761929697,1.3495,0.3309,2.1652,1.488,1.2837
2019-04-19,9092.91,29645188461113.504,21510928466376,1.4387,0.446,2.1752,1.4887,1.2837
2019-04-12,8807.15,28654075216755.305,20800143004110,1.3943,0.4102,2.1899,1.4903,1.2837
2019-04-04,8957.27,29156026613844.508,21115592180001,1.419,0.4338,2.1951,1.4917,1.283
2019-03-29,8533.62,27840038528473.598,20190897928607,1.3657,0.3666,2.1993,1.4941,1.2837
2019-03-22,8450.75,27792395269971.51,20123227085254,1.3768,0.3835,2.2023,1.495,1.2837
2019-03-15,8276.99,27367669157610.2,19776400189730,1.357,0.3469,2.2074,1.4968,1.2837
2019-03-08,8095.88,26939418763903.707,19430262055474,1.3365,0.3087,2.2116,1.4988,1.2837
2019-03-01,8367.78,27892889625721.8,20159479842635,1.3858,0.3929,2.2142,1.4997,1.2837
2019-02-22,7834.79,26124519375843.594,18902704101766,1.298,0.2248,2.2177,1.5009,1.2837
2019-02-15,7451.41,25083890571003.395,18153927278759,1.2464,0.148,2.221,1.5015,1.2849
2019-02-01,7319.48,24845296599968.297,17993697659237,1.2346,0.1194,2.2301,1.5031,1.2865
2019-01-25,7186.74,24369399071195.2,17659009255639,1.2109,0.0912,2.2305,1.5038,1.287
2019-01-18,7148.47,24163804449117.2,17529591183381,1.2007,0.0752,2.2356,1.5047,1.2883
2019-01-11,6980.11,23633195901648.09,17156005130902,1.1743,0.0464,2.2356,1.5061,1.2891
2019-01-04,6875.22,23381211187580.703,16968551496641,1.1618,0.0349,2.2356,1.5078,1.2903
2018-12-28,6808.8,23232683479691.6,16860871154517,1.1544,0.0255,2.2356,1.5087,1.2909
2018-12-21,6846.11,23363362528554,16935631574203,1.1609,0.0304,2.2384,1.5104,1.2933
2018-12-14,7132.32,23421936069872,17224047455654,1.169,0.037,2.2409,1.5111,1.2942
2018-12-07,7164.41,23460361947980.895,17241026374680,1.171,0.0378,2.2431,1.5134,1.2949
2018-11-30,7141,23396742753979.19,17128195017076,1.1678,0.0345,2.2456,1.516,1.2959
2018-11-23,7074.21,23262113866770.406,17023357700608,1.1611,0.0296,2.2456,1.5171,1.2969
2018-11-16,7300.56,23878973160723.6,17489992466813,1.1919,0.0518,2.2479,1.5203,1.2983
2018-11-09,7136.16,23588402226830.703,17270675167881,1.1772,0.0386,2.2484,1.5229,1.2992
2018-11-02,7414.9,24567725216065.203,17940047097849,1.2261,0.083,2.2484,1.5241,1.301
2018-10-26,7176.01,24071089176090.6,17514461218695,1.25,0.1245,2.2484,1.5254,1.3017
2018-10-19,7075.65,23660862965836.094,17279279497559,1.2442,0.1176,2.2494,1.5282,1.3022
2018-10-12,7145.16,23885024872700.19,17490751427721,1.2561,0.1291,2.2505,1.5298,1.3035
2018-09-28,7699.02,25476931893876.902,18663955116007,1.3399,0.2737,2.2519,1.5326,1.3037
2018-09-21,7614.87,25173478699716.895,18421179459520,1.3246,0.2453,2.2553,1.5342,1.3037
2018-09-14,7219.54,23857122796110.39,17483945409484,1.2542,0.1266,2.2571,1.5364,1.3041
2018-09-07,7276.07,23904471756470.695,17513774493259,1.2554,0.1254,2.2597,1.5394,1.3049
2018-08-31,7371.18,24185338734084.082,17727486243242,1.2694,0.1356,2.2624,1.5417,1.3058
2018-08-24,7357.13,24102414582239.203,17683236423365,1.2868,0.1615,2.2647,1.5435,1.3069
2018-08-17,7116.38,23361081096767.703,17165708059051,1.2479,0.1163,2.2683,1.5456,1.3078
2018-08-10,7495.29,24446227550313.2,17965945343983,1.3082,0.1998,2.2717,1.5466,1.3083
2018-08-03,7298.42,23902481075480.402,17527863860733,1.2782,0.1459,2.2737,1.5477,1.3089
2018-07-27,7666.44,24799272015736.996,18236354434887,1.3276,0.2355,2.2763,1.55,1.3094
2018-07-20,7574.7,24420705238473.793,17923210170325,1.3062,0.1932,2.2794,1.5512,1.3094
2018-07-13,7547.29,24420229888088.2,17888860672057,1.2966,0.171,2.2814,1.5538,1.3099
2018-07-06,7315.6,23758175972903.8,17447535668110,1.2478,0.1159,2.284,1.5551,1.3107
2018-06-29,7571.95,24370686129637.09,17915279936881,1.2849,0.1508,2.2871,1.5569,1.3117
2018-06-22,7811.23,25111132691363.312,18342810842061,1.3217,0.2178,2.29,1.5579,1.3127
2018-06-15,8089.77,25989491986030.496,18911129956949,1.3644,0.2896,2.2943,1.5599,1.3127
2018-06-08,8103.96,25346479524670.1,18786491471406,1.3327,0.2367,2.298,1.5617,1.3127
2018-06-01,8092.93,25432220124881.6,18820844685011,1.3308,0.2326,2.301,1.566,1.3127
2018-05-25,8192.91,25849418510789.695,19055707404285,1.352,0.2618,2.3036,1.5667,1.3127
2018-05-18,8367.67,26629925421754.797,19578781859022,1.3879,0.3173,2.307,1.5697,1.3127
2018-05-11,8303.72,26394522046136.613,19376515664438,1.3756,0.3009,2.3113,1.5719,1.3127
2018-05-04,8096.47,25677836495793.504,18866501218790,1.3382,0.2421,2.3175,1.5743,1.3127
2018-04-27,8075.31,25686040184212.8,18843897184680,1.3557,0.268,2.3212,1.5759,1.3127
2018-04-20,8058.14,25480251729031.605,18706642233824,1.3635,0.2795,2.3311,1.5778,1.3127
2018-04-13,8282.92,26157659685718.703,19160516064983,1.4004,0.3218,2.3386,1.5811,1.3127
2018-04-04,8229.34,25813977941041.99,18952924497534,1.3837,0.3046,2.3469,1.5844,1.3127
